EOSB,مكافأة نهاية الخدمة,
Wage Protection System,نظام حماية الأجور,
WPS,نظام حماية الأجور,
MLSD,وزارة الموارد البشرية والتنمية الاجتماعية,
Saudi Labor Law,نظام العمل السعودي,
Work Permit,تصريح العمل,
Residence Permit,الإقامة,
Residency Expiry,انتهاء الإقامة,
Mobile Allowance,بدل الهاتف,
Medical Allowance,بدل طبي,
Service Years,سنوات الخدمة,
Years of Service,سنوات الخدمة,
Net Salary,صافي الراتب,
Gross Salary,إجمالي الراتب,
Social Insurance,التأمين الاجتماعي,
Deductions,الاستقطاعات,
Allowances,البدلات,
Resignation,استقالة,
Termination,إنهاء الخدمة,
Contract Expiry,انتهاء العقد,
Check In,تسجيل الحضور,
Check Out,تسجيل الانصراف,
Late Entry,تأخر في الحضور,
Early Exit,مغادرة مبكرة,
Employee Advance,سلفة الموظف,
No records found,لا توجد سجلات,
No data to show,لا توجد بيانات لعرضها,
Row {0},الصف {0},
Value must be between {0} and {1},يجب أن تكون القيمة بين {0} و{1},
This is required,هذا الحقل مطلوب,
Enter your search term,أدخل كلمة البحث,
No results for {0},لا نتائج لـ {0},
Fetching...,جارٍ الجلب...,
Processing...,جارٍ المعالجة...,
Please fill all required fields,يرجى تعبئة جميع الحقول الإلزامية,
Invalid date,تاريخ غير صحيح,
Invalid value,قيمة غير صحيحة,
Session expired,انتهت صلاحية الجلسة,
Are you sure you want to delete {0}?,هل أنت متأكد من حذف {0}؟,
Linked with {0} {1}s,مرتبط بـ {0} من {1},
Withholding Tax,ضريبة الاستقطاع,
Payroll & Benefits,الرواتب والمزايا,
Employment,التوظيف,
Compliance,الامتثال,
WPS Export Report,تقرير تصدير WPS,
Saudi HR Dashboard,لوحة تحكم الموارد البشرية السعودية,
Show Net Values in Party Account,إظهار الصافي في حساب الطرف,
Ignore System Generated Credit / Debit Notes,تجاهل مذكرات الائتمان/المدين المنشأة تلقائياً,
Ignore Exchange Rate Revaluation and Gain / Loss Journals,تجاهل قيود إعادة تقييم سعر الصرف والأرباح/الخسائر,
Show Remarks,إظهار الملاحظات,
Show Credit / Debit in Company Currency,إظهار الائتمان/المدين بعملة الشركة,
Period Closing Entry For Current Period,قيد إقفال الفترة للفترة الحالية,
With Period Closing Entry For Opening Balances,مع قيد إقفال الفترة للأرصدة الافتتاحية,
Show net values in opening and closing columns,إظهار الصافي في أعمدة الافتتاح والإقفال,
In Party Currency,بعملة الطرف,
Revaluation Journals,قيود إعادة التقييم,
Handle Employee Advances,معالجة سلف الموظفين,
Offline-Integrations,التكاملات دون اتصال,
Is Rate Adjustment Entry (Debit Note),قيد تعديل السعر (مذكرة مدين),
ZATCA Integration Fields,حقول تكامل زاتكا,
ZATCA Integration Feilds,حقول تكامل زاتكا,
Zatca Integration feilds,حقول تكامل زاتكا,
ZATCA Tax Category,فئة ضريبة زاتكا,
ZATCA 3rd party invoice,فاتورة الطرف الثالث - زاتكا,
ZATCA NOMINAL Invoice,فاتورة تقديرية - زاتكا,
ZATCA Export Invoice,فاتورة تصدير - زاتكا,
ZATCA Summary Invoice,فاتورة ملخصة - زاتكا,
ZATCA Self billed Invoice,فاتورة ذاتية - زاتكا,
ZATCA Import Invoice,فاتورة استيراد - زاتكا,
ZATCA Discount reason code,كود سبب الخصم - زاتكا,
ZATCA Discount reason,سبب الخصم - زاتكا,
Exemption Reason Code,كود سبب الإعفاء,
Standard 15%,النسبة القياسية 15%,
User Invoice Number,رقم الفاتورة لدى المستخدم,
Not submitted,لم يُقدَّم,
Not Submitted,لم يُقدَّم,
Supplier Invoice,فاتورة المورد,
UUID,المعرّف الفريد (UUID),
ZATCA Status,حالة زاتكا,
Issue a debit note with 0 qty against an existing Sales Invoice,إصدار مذكرة مدين بكمية صفر مقابل فاتورة مبيعات موجودة,
Joining,الانضمام,
ID Number OR iqhmah,رقم الهوية أو الإقامة,
Earnings & Deductions,المكاسب والاستقطاعات,
Employee Info,معلومات الموظف,
Payroll Info,معلومات الراتب,
Final,نهائي,
Dates & Reason,التواريخ والسبب,
Attach a file,إرفاق ملف,
Approval,الموافقة,
Explain,شرح,
Tax Code,كود الضريبة,
Nos,عدد,
Consolidate Leave Types,دمج أنواع الإجازات,
Other Info,معلومات أخرى,
BOM Info,معلومات قائمة المواد,
Portal Users,مستخدمو البوابة الإلكترونية,
Customer Name in Arabic,اسم العميل بالعربية,
Customer Name Arabic,اسم العميل بالعربية,
From Opportunity,من فرصة,
From Prospect,من عميل محتمل,
ZATCA type Simplified ( B2C ),نوع زاتكا المبسّط (B2C),
Customer ID Type for ZATCA,نوع هوية العميل لزاتكا,
TIN,الرقم الضريبي (TIN),
Customer ID Number for ZATCA,رقم هوية العميل لزاتكا,
Supplier Name in Arabic,اسم المورد بالعربية,
Internal Supplier,مورد داخلي,
Incoterm,شروط التسليم الدولية (Incoterm),
Net Purchase Amount,صافي مبلغ الشراء,
Set as Default,تعيين كافتراضي,
Clear,مسح,
Add Filter,إضافة مرشح,
Sort By,ترتيب حسب,
Show/Hide Columns,إظهار/إخفاء الأعمدة,
Columns,الأعمدة,
Rows,الصفوف,
Voucher No,رقم المستند,
Voucher Type,نوع المستند,
Party,الطرف,
Party Name,اسم الطرف,
Party Type,نوع الطرف,
Account Name,اسم الحساب,
Remark,ملاحظة,
Narration,البيان,
Allocated Leaves,الإجازات المخصصة,
Used Leaves,الإجازات المستخدمة,
Pending Leaves,الإجازات المعلقة,
Total Earnings,إجمالي المكاسب,
Total Deductions,إجمالي الاستقطاعات,
Loan,قرض,
Advance,سلفة,
Bonus,مكافأة,
Overtime Amount,مبلغ العمل الإضافي,
Payment Days,أيام الدفع,
Employee Name,اسم الموظف,
Employee ID,رقم الموظف,
Gender,الجنس,
Nationality,الجنسية,
Marital Status,الحالة الاجتماعية,
Single,أعزب,
Married,متزوج,
Passport Number,رقم جواز السفر,
Visa Number,رقم التأشيرة,
Visa Expiry Date,تاريخ انتهاء التأشيرة,
Iqama Number,رقم الإقامة,
Iqama Expiry Date,تاريخ انتهاء الإقامة,
Work Permit Number,رقم تصريح العمل,
Contract Type,نوع العقد,
Contract Start Date,تاريخ بداية العقد,
Contract End Date,تاريخ نهاية العقد,
Last Working Day,آخر يوم عمل,
Reason for Leaving,سبب ترك العمل,
Held On,عُقد في,
Applicable For,مطبّق على,
Stock Ledger,دفتر الأستاذ للمخزون,
Requested Qty,الكمية المطلوبة,
Accepted Qty,الكمية المقبولة,
Rejected Qty,الكمية المرفوضة,
Enabled,مفعّل,
Disabled,معطّل,
Select,اختر,
Modified,معدَّل,
Created,أُنشئ,
Owned by,مملوك لـ,
Category,الفئة,
Details,التفاصيل,
Phone,الهاتف,
Mobile,الجوال,
Tax Exempt,معفى من الضريبة,
Payment Terms,شروط الدفع,
Credit Days,أيام الائتمان,
Sales Partner,شريك المبيعات,
Industry,الصناعة,
Market Segment,شريحة السوق,
Security Deposit,وديعة ضمان,
Letter of Credit,خطاب اعتماد,
LC No,رقم خطاب الاعتماد,
LC Expiry Date,تاريخ انتهاء خطاب الاعتماد,
Ship To,الشحن إلى,
Bill To,الفاتورة لـ,
PO No,رقم أمر الشراء,
PO Date,تاريخ أمر الشراء,
SO No,رقم أمر البيع,
Digital Signature,التوقيع الرقمي,
Signature,التوقيع,
Stamp,الختم,
Approve,موافقة,
Reject,رفض,
Review,مراجعة,
Assignment,تكليف,
Follow Up,متابعة,
Log,سجل,
Audit Trail,مسار التدقيق,
Version,الإصدار,
Change Log,سجل التغييرات,
Amended From,معدَّل من,
Original Document,المستند الأصلي,
Linked With,مرتبط بـ,
Related Documents,المستندات المرتبطة,
Shares,المشاركات,
Assign To,تكليف إلى,
Unassign,إلغاء التكليف,
Watch,متابعة,
Like,إعجاب,
Cc,نسخة,
Bcc,نسخة مخفية,
Message,الرسالة,
Read,مقروء,
Unread,غير مقروء,
Customer-wise Sales Summary,ملخص المبيعات حسب العميل,
Supplier-wise Purchase Summary,ملخص المشتريات حسب المورد,
COGS,تكلفة البضاعة المباعة,
Cost of Goods Sold,تكلفة البضاعة المباعة,
Net Income,صافي الدخل,
Net Profit,صافي الربح,
Net Loss,صافي الخسارة,
Retained Earnings,الأرباح المحتجزة,
Long-term Liability,الالتزامات طويلة الأجل,
Capital,رأس المال,
Shareholder,المساهم,
Journal,دفتر اليومية,
Swift Code,رمز سويفت,
Bank Name,اسم البنك,
Branch Name,اسم الفرع,
Account Number,رقم الحساب,
Partly Paid,مدفوع جزئياً,
Invoice Number,رقم الفاتورة,
Bill Number,رقم الفاتورة,
Bill Date,تاريخ الفاتورة,
Make Payment,إنشاء دفعة,
Fetch Items,جلب الأصناف,
Get Items,الحصول على الأصناف,
Calculate Taxes and Charges,احتساب الضرائب والرسوم,
Update Stock,تحديث المخزون,
Against Voucher,مقابل مستند,
Against Voucher Type,مقابل نوع المستند,
Against Account,مقابل الحساب,
Payment Reference,مرجع الدفع,
Payment Type,نوع الدفع,
Receive,استلام,
Pay,دفع,
Internal Transfer,تحويل داخلي,
Writeoff Amount,مبلغ الشطب,
Writeoff Account,حساب الشطب,
